age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
26,private,102420,bachelors,never_married,sales,not_in_family,asian_pac_islander,female,0,0,40,south,<=50K
46,local_gov,344172,assoc_acdm,married_civ_spouse,protective_serv,husband,white,male,0,0,49,united_states,>50K
38,private,222450,some_college,separated,exec_managerial,unmarried,white,male,0,0,40,united_states,<=50K
38,private,212245,some_college,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
22,state_gov,190625,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,20,united_states,<=50K
33,private,203488,some_college,divorced,sales,not_in_family,white,male,0,0,40,united_states,<=50K
50,private,304260,assoc_acdm,divorced,adm_clerical,not_in_family,asian_pac_islander,male,0,0,40,united_states,<=50K
31,local_gov,243665,hs_grad,married_civ_spouse,protective_serv,husband,white,male,0,0,41,united_states,>50K
26,self_emp_not_inc,189238,some_college,never_married,prof_specialty,not_in_family,white,female,0,0,4,mexico,<=50K
42,private,77373,some_college,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,38,united_states,<=50K
27,private,410351,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
34,private,36385,masters,married_civ_spouse,prof_specialty,husband,white,male,0,0,45,united_states,>50K
64,private,110150,hs_grad,married_civ_spouse,protective_serv,husband,white,male,0,0,40,united_states,<=50K
43,private,198316,some_college,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
39,private,127772,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
47,self_emp_not_inc,199058,prof_school,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,>50K
56,private,285730,masters,never_married,prof_specialty,not_in_family,white,male,0,0,66,united_states,<=50K
25,local_gov,334133,masters,never_married,prof_specialty,own_child,white,male,0,0,20,united_states,<=50K
60,state_gov,97030,bachelors,divorced,exec_managerial,not_in_family,white,female,0,0,35,united_states,<=50K
52,private,67090,hs_grad,married_civ_spouse,sales,husband,white,male,0,0,44,united_states,<=50K
43,private,397963,hs_grad,divorced,handlers_cleaners,not_in_family,white,male,594,0,16,united_states,<=50K
46,private,182533,bachelors,never_married,adm_clerical,unmarried,asian_pac_islander,female,0,0,40,philippines,<=50K
19,private,560804,some_college,never_married,adm_clerical,own_child,white,female,0,0,30,united_states,<=50K
56,private,365050,7th_8th,never_married,farming_fishing,unmarried,black,female,0,0,20,united_states,<=50K
22,private,110200,bachelors,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,<=50K
28,private,150025,11th,never_married,craft_repair,not_in_family,white,male,0,0,40,unknown,<=50K
39,private,299828,5th_6th,separated,sales,unmarried,black,female,0,0,30,puerto_rico,<=50K
28,private,109282,some_college,divorced,prof_specialty,not_in_family,white,male,0,0,40,united_states,<=50K
31,private,103435,bachelors,married_civ_spouse,sales,husband,white,male,0,0,50,united_states,>50K
22,private,34747,hs_grad,never_married,other_service,own_child,white,female,0,0,35,united_states,<=50K
39,private,137522,hs_grad,married_civ_spouse,machine_op_inspct,husband,asian_pac_islander,male,0,0,40,unknown,>50K
39,private,286789,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,>50K
28,self_emp_not_inc,211032,11th,never_married,craft_repair,not_in_family,white,male,0,0,40,mexico,<=50K
67,unknown,192916,hs_grad,married_civ_spouse,unknown,husband,white,male,3818,0,11,united_states,<=50K
31,private,219318,hs_grad,never_married,adm_clerical,unmarried,white,female,0,0,35,puerto_rico,<=50K
50,private,112873,bachelors,married_civ_spouse,sales,husband,white,male,0,0,40,united_states,<=50K
34,private,36069,hs_grad,married_civ_spouse,craft_repair,husband,white,male,3908,0,46,united_states,<=50K
48,private,73434,hs_grad,married_civ_spouse,adm_clerical,wife,white,female,0,0,40,germany,>50K
51,private,200576,bachelors,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,<=50K
54,private,172962,hs_grad,married_civ_spouse,sales,husband,white,male,0,0,40,united_states,<=50K
44,private,44006,assoc_voc,divorced,transport_moving,not_in_family,white,male,0,0,40,united_states,<=50K
20,private,234474,some_college,never_married,sales,own_child,black,female,0,0,20,united_states,<=50K
37,private,212826,hs_grad,married_civ_spouse,other_service,husband,black,male,0,0,40,united_states,<=50K
38,private,234901,some_college,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,<=50K
59,federal_gov,200700,assoc_acdm,married_civ_spouse,farming_fishing,husband,black,male,0,0,40,united_states,<=50K
59,self_emp_not_inc,41258,bachelors,married_civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,<=50K
51,private,249644,some_college,divorced,craft_repair,not_in_family,white,male,0,0,48,united_states,>50K
60,unknown,230165,bachelors,married_civ_spouse,unknown,husband,black,male,0,0,40,united_states,<=50K
29,private,351731,some_college,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,<=50K
37,private,114765,some_college,never_married,machine_op_inspct,not_in_family,white,female,0,0,40,united_states,<=50K
42,private,349884,10th,married_civ_spouse,craft_repair,husband,white,male,0,0,35,united_states,<=50K
28,self_emp_inc,204247,bachelors,married_civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,>50K
34,private,143392,hs_grad,never_married,sales,own_child,white,female,0,0,40,united_states,<=50K
50,self_emp_not_inc,37913,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,italy,>50K
22,self_emp_inc,150683,hs_grad,never_married,machine_op_inspct,own_child,white,male,0,0,24,united_states,<=50K
27,private,207611,hs_grad,never_married,other_service,not_in_family,white,female,0,0,52,united_states,<=50K
45,state_gov,319666,prof_school,divorced,prof_specialty,unmarried,white,female,0,0,43,united_states,<=50K
39,private,155961,hs_grad,divorced,adm_clerical,unmarried,black,female,0,0,38,united_states,<=50K
25,local_gov,117833,bachelors,never_married,prof_specialty,not_in_family,white,female,0,0,35,united_states,<=50K
63,unknown,447079,hs_grad,never_married,unknown,not_in_family,white,male,0,0,15,united_states,<=50K
24,self_emp_inc,142404,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,>50K
18,private,155752,hs_grad,never_married,machine_op_inspct,not_in_family,white,female,0,0,30,united_states,<=50K
19,unknown,252292,hs_grad,never_married,unknown,own_child,white,male,0,0,40,united_states,<=50K
23,private,111450,12th,never_married,other_service,unmarried,black,male,0,0,38,united_states,<=50K
20,private,528616,5th_6th,never_married,other_service,other_relative,white,male,0,0,40,mexico,<=50K
17,self_emp_not_inc,228786,10th,never_married,other_service,own_child,white,female,0,0,24,united_states,<=50K
63,self_emp_inc,80572,bachelors,married_civ_spouse,farming_fishing,husband,white,male,0,0,40,united_states,>50K
28,local_gov,180271,bachelors,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,65,united_states,>50K
51,federal_gov,237819,bachelors,married_civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,>50K
29,private,157612,bachelors,never_married,sales,not_in_family,white,female,3325,0,45,united_states,<=50K
64,private,379062,some_college,widowed,adm_clerical,unmarried,white,female,0,0,12,united_states,<=50K
17,private,191910,10th,never_married,other_service,own_child,white,male,0,0,25,united_states,<=50K
45,local_gov,326064,some_college,divorced,adm_clerical,unmarried,black,female,6497,0,35,united_states,<=50K
18,private,312353,12th,never_married,other_service,own_child,black,male,0,0,20,united_states,<=50K
31,local_gov,213307,hs_grad,never_married,adm_clerical,own_child,white,female,0,0,40,united_states,<=50K
48,self_emp_not_inc,209057,bachelors,married_spouse_absent,sales,own_child,white,male,0,0,50,united_states,>50K
41,private,340148,some_college,never_married,prof_specialty,not_in_family,white,female,0,0,45,united_states,<=50K
65,private,154171,prof_school,married_civ_spouse,prof_specialty,husband,white,male,20051,0,60,united_states,>50K
27,private,94064,assoc_voc,divorced,machine_op_inspct,not_in_family,white,male,0,0,40,united_states,<=50K
39,private,119098,assoc_voc,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,<=50K
51,self_emp_not_inc,388496,some_college,divorced,craft_repair,not_in_family,white,male,0,0,8,puerto_rico,>50K
49,private,181363,masters,married_civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,>50K
58,unknown,210031,hs_grad,divorced,unknown,unmarried,white,male,0,0,40,united_states,<=50K
36,private,206951,bachelors,married_civ_spouse,sales,husband,white,male,0,1902,45,united_states,>50K
25,private,485496,hs_grad,never_married,machine_op_inspct,not_in_family,black,female,0,0,40,united_states,<=50K
41,private,210259,some_college,divorced,adm_clerical,unmarried,black,female,0,0,37,united_states,<=50K
31,private,118551,9th,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,<=50K
63,private,180911,11th,married_civ_spouse,protective_serv,husband,white,male,4386,0,37,united_states,>50K
50,state_gov,242517,bachelors,divorced,exec_managerial,not_in_family,white,female,0,0,40,united_states,<=50K
63,private,298113,some_college,divorced,other_service,not_in_family,white,male,0,0,40,united_states,<=50K
44,self_emp_not_inc,277783,masters,never_married,farming_fishing,own_child,white,male,0,0,99,united_states,<=50K
48,private,155862,hs_grad,divorced,transport_moving,not_in_family,white,male,0,0,65,united_states,<=50K
51,self_emp_not_inc,171924,some_college,married_civ_spouse,sales,husband,white,male,0,0,50,united_states,<=50K
18,private,243900,hs_grad,never_married,adm_clerical,own_child,white,female,0,0,15,united_states,<=50K
23,private,231160,some_college,never_married,other_service,own_child,white,male,0,0,25,united_states,<=50K
31,private,356882,hs_grad,married_civ_spouse,machine_op_inspct,husband,white,male,5013,0,40,united_states,<=50K
38,private,49020,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
19,unknown,105460,some_college,never_married,unknown,own_child,white,male,0,0,20,england,<=50K
56,private,157749,some_college,married_civ_spouse,farming_fishing,husband,white,male,0,0,60,united_states,>50K
31,private,131568,7th_8th,divorced,transport_moving,unmarried,white,male,0,0,20,united_states,<=50K
46,private,332355,some_college,married_civ_spouse,adm_clerical,husband,white,male,0,0,40,united_states,<=50K
39,private,204501,masters,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,>50K
56,local_gov,305767,hs_grad,married_civ_spouse,other_service,husband,asian_pac_islander,male,0,0,40,china,<=50K
31,private,129761,hs_grad,never_married,exec_managerial,unmarried,white,female,0,0,40,united_states,<=50K
42,self_emp_inc,130126,bachelors,married_civ_spouse,prof_specialty,husband,white,male,0,1977,40,united_states,>50K
53,private,102828,hs_grad,married_civ_spouse,exec_managerial,husband,white,male,0,0,35,united_states,>50K
18,private,160984,11th,never_married,other_service,own_child,white,female,0,0,15,united_states,<=50K
18,unknown,255282,11th,never_married,unknown,own_child,black,male,0,1602,48,united_states,<=50K
20,unknown,346341,some_college,never_married,unknown,not_in_family,white,female,0,0,35,united_states,<=50K
27,private,285897,hs_grad,married_civ_spouse,prof_specialty,husband,white,male,0,1848,45,united_states,>50K
31,private,356689,bachelors,never_married,farming_fishing,not_in_family,white,male,0,0,40,united_states,<=50K
52,federal_gov,192386,masters,married_civ_spouse,exec_managerial,husband,white,male,5013,0,40,united_states,<=50K
46,private,394860,hs_grad,married_civ_spouse,other_service,husband,white,male,0,0,40,united_states,<=50K
30,private,113129,some_college,never_married,other_service,not_in_family,white,male,0,0,24,united_states,<=50K
26,private,55929,bachelors,never_married,other_service,not_in_family,white,female,0,0,40,united_states,<=50K
48,local_gov,177018,masters,married_civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,>50K
37,private,161141,some_college,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,>50K
29,private,309463,9th,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
49,private,165468,hs_grad,married_civ_spouse,exec_managerial,husband,white,male,7688,0,55,united_states,>50K
24,private,49218,hs_grad,divorced,machine_op_inspct,not_in_family,white,male,0,0,40,united_states,<=50K
74,self_emp_not_inc,119129,hs_grad,married_civ_spouse,sales,husband,white,male,0,2149,20,united_states,<=50K
56,self_emp_not_inc,162130,5th_6th,married_civ_spouse,exec_managerial,husband,white,male,0,1887,67,united_states,>50K
39,federal_gov,129573,bachelors,never_married,adm_clerical,not_in_family,white,male,0,1741,40,united_states,<=50K
21,private,306850,hs_grad,never_married,transport_moving,own_child,white,male,0,0,40,united_states,<=50K
29,private,135296,bachelors,never_married,exec_managerial,not_in_family,white,female,0,2258,45,united_states,>50K
43,self_emp_not_inc,187322,hs_grad,divorced,other_service,unmarried,white,male,0,0,45,united_states,<=50K
23,private,55674,bachelors,never_married,protective_serv,not_in_family,white,female,2907,0,40,united_states,<=50K
26,private,148298,hs_grad,never_married,exec_managerial,not_in_family,white,female,0,0,50,united_states,<=50K
47,private,34845,hs_grad,married_civ_spouse,transport_moving,husband,white,male,0,0,60,united_states,<=50K
27,private,200733,hs_grad,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,55,united_states,<=50K
45,private,191858,hs_grad,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,45,united_states,>50K
30,private,425528,hs_grad,never_married,protective_serv,own_child,white,male,0,0,70,united_states,<=50K
35,private,44780,some_college,married_civ_spouse,adm_clerical,wife,white,female,7688,0,20,united_states,>50K
33,private,125856,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
37,private,100508,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,>50K
21,private,148294,hs_grad,never_married,farming_fishing,own_child,white,male,0,0,20,united_states,<=50K
42,private,39324,hs_grad,married_civ_spouse,sales,husband,white,male,0,0,40,united_states,<=50K
48,federal_gov,147397,hs_grad,married_civ_spouse,adm_clerical,husband,white,male,0,0,36,united_states,<=50K
46,private,24728,hs_grad,never_married,craft_repair,not_in_family,white,female,0,0,48,united_states,<=50K
36,private,177616,5th_6th,separated,machine_op_inspct,not_in_family,white,female,0,0,40,united_states,<=50K
54,private,163826,hs_grad,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,<=50K
25,private,199947,hs_grad,married_civ_spouse,adm_clerical,wife,white,female,0,0,40,united_states,<=50K
26,local_gov,386949,hs_grad,divorced,adm_clerical,unmarried,white,female,0,0,25,united_states,<=50K
36,self_emp_inc,116133,hs_grad,married_civ_spouse,transport_moving,husband,white,male,0,0,57,united_states,<=50K
56,self_emp_not_inc,196307,bachelors,never_married,prof_specialty,not_in_family,white,male,0,0,20,united_states,<=50K
37,private,177181,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
26,private,324854,bachelors,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,>50K
23,private,188505,bachelors,never_married,other_service,own_child,white,female,0,0,25,united_states,<=50K
23,state_gov,502316,bachelors,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,<=50K
41,state_gov,26892,bachelors,never_married,adm_clerical,not_in_family,white,male,0,0,40,united_states,<=50K
55,private,102058,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,>50K
39,private,167728,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,>50K
67,local_gov,233681,assoc_acdm,married_civ_spouse,exec_managerial,husband,white,male,0,0,35,united_states,<=50K
60,private,26756,hs_grad,widowed,sales,not_in_family,white,female,0,0,50,united_states,<=50K
54,private,101890,hs_grad,widowed,sales,unmarried,white,female,0,0,40,united_states,<=50K
38,private,192337,masters,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,england,>50K
47,private,340982,some_college,married_civ_spouse,machine_op_inspct,husband,asian_pac_islander,male,3103,0,40,philippines,>50K
49,state_gov,102308,bachelors,married_civ_spouse,prof_specialty,husband,white,male,0,0,42,united_states,>50K
19,private,84747,hs_grad,never_married,sales,own_child,white,female,0,0,24,united_states,<=50K
20,private,197752,some_college,never_married,craft_repair,unmarried,white,male,0,0,40,united_states,<=50K
66,private,185336,hs_grad,widowed,sales,other_relative,white,female,0,0,35,united_states,<=50K
22,unknown,289984,some_college,never_married,unknown,not_in_family,black,female,0,0,25,united_states,<=50K
51,self_emp_not_inc,125417,masters,married_civ_spouse,exec_managerial,husband,white,male,0,0,42,united_states,>50K
19,private,278480,some_college,never_married,exec_managerial,not_in_family,white,male,0,0,40,united_states,<=50K
36,private,146412,some_college,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,<=50K
33,private,193042,hs_grad,married_civ_spouse,transport_moving,husband,white,male,0,0,60,united_states,>50K
41,private,53956,bachelors,divorced,sales,not_in_family,white,male,0,1980,56,united_states,<=50K
90,private,175491,hs_grad,married_civ_spouse,craft_repair,husband,white,male,9386,0,50,ecuador,>50K
78,unknown,33186,7th_8th,married_civ_spouse,unknown,husband,white,male,0,0,60,united_states,<=50K
36,private,144154,hs_grad,divorced,exec_managerial,not_in_family,white,female,0,0,40,united_states,<=50K
30,private,194901,prof_school,divorced,sales,own_child,white,male,0,0,55,united_states,<=50K
35,private,335777,some_college,divorced,exec_managerial,not_in_family,white,male,0,0,40,mexico,<=50K
46,private,139268,masters,married_civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,>50K
38,private,33887,hs_grad,never_married,machine_op_inspct,other_relative,white,male,0,0,40,united_states,<=50K
24,private,283613,bachelors,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,<=50K
40,private,141245,bachelors,married_civ_spouse,other_service,wife,white,female,0,0,40,puerto_rico,<=50K
49,private,298130,7th_8th,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,<=50K
19,private,186096,hs_grad,never_married,other_service,own_child,black,male,0,0,30,united_states,<=50K
77,private,187656,some_college,widowed,priv_house_serv,not_in_family,white,female,0,0,20,united_states,<=50K
46,private,102308,hs_grad,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,56,united_states,>50K
41,private,124639,some_college,separated,craft_repair,not_in_family,black,male,0,0,40,united_states,<=50K
28,private,388112,1st_4th,never_married,farming_fishing,unmarried,white,male,0,0,77,mexico,<=50K
21,private,109952,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
24,private,164529,12th,never_married,farming_fishing,own_child,black,male,0,0,40,united_states,<=50K
36,private,247750,hs_grad,married_civ_spouse,transport_moving,husband,black,male,0,0,45,united_states,<=50K
23,state_gov,103588,some_college,never_married,adm_clerical,own_child,white,male,0,0,25,united_states,<=50K
38,federal_gov,248919,hs_grad,married_civ_spouse,transport_moving,husband,white,male,0,2051,40,united_states,<=50K
29,self_emp_not_inc,178551,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
38,private,136137,some_college,married_civ_spouse,exec_managerial,other_relative,white,male,0,0,50,united_states,>50K
47,federal_gov,55377,bachelors,never_married,adm_clerical,unmarried,black,male,0,0,40,united_states,>50K
39,local_gov,177728,masters,divorced,prof_specialty,not_in_family,white,female,0,0,40,united_states,<=50K
40,local_gov,243580,bachelors,married_civ_spouse,prof_specialty,husband,white,male,0,0,48,united_states,<=50K
21,unknown,188535,some_college,never_married,unknown,own_child,white,male,0,0,40,united_states,<=50K
32,private,63910,hs_grad,divorced,adm_clerical,own_child,asian_pac_islander,female,0,0,40,united_states,<=50K
23,private,219535,hs_grad,never_married,exec_managerial,own_child,white,male,0,0,40,united_states,<=50K
44,state_gov,180609,hs_grad,married_civ_spouse,protective_serv,husband,white,male,0,0,40,united_states,<=50K
37,private,59313,some_college,separated,other_service,not_in_family,black,male,0,0,40,unknown,<=50K
70,private,170428,bachelors,widowed,prof_specialty,unmarried,white,female,0,0,20,puerto_rico,<=50K
51,private,102615,masters,married_civ_spouse,protective_serv,husband,white,male,0,1977,40,united_states,>50K
66,private,193132,9th,separated,other_service,not_in_family,black,female,0,0,30,united_states,<=50K
57,self_emp_inc,124137,some_college,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,<=50K
36,private,136629,some_college,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,>50K
48,self_emp_inc,148995,bachelors,divorced,sales,not_in_family,white,male,0,0,60,united_states,>50K
24,unknown,203076,hs_grad,married_civ_spouse,unknown,husband,white,male,0,0,40,united_states,<=50K
51,private,63424,masters,married_civ_spouse,prof_specialty,wife,white,female,0,0,40,united_states,>50K
43,private,241895,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,>50K
27,private,266973,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,60,united_states,<=50K
32,private,188048,bachelors,never_married,adm_clerical,own_child,white,female,0,0,40,united_states,<=50K
20,private,366929,some_college,never_married,adm_clerical,own_child,white,female,0,0,35,united_states,<=50K
33,private,214129,some_college,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,<=50K
19,private,250818,some_college,never_married,adm_clerical,not_in_family,white,male,0,0,40,united_states,<=50K
32,local_gov,240979,some_college,married_civ_spouse,craft_repair,husband,white,male,0,0,60,united_states,>50K
35,private,98283,prof_school,never_married,prof_specialty,not_in_family,asian_pac_islander,male,0,0,40,india,>50K
26,private,104746,hs_grad,married_civ_spouse,craft_repair,husband,white,male,5013,0,60,united_states,<=50K
39,private,103710,hs_grad,never_married,sales,unmarried,white,female,0,0,60,united_states,<=50K
24,private,159580,bachelors,never_married,other_service,own_child,black,female,0,0,75,united_states,<=50K
45,private,117409,some_college,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,>50K
20,private,140001,some_college,never_married,adm_clerical,own_child,white,male,0,0,40,united_states,<=50K
49,state_gov,31650,bachelors,married_civ_spouse,prof_specialty,other_relative,white,female,0,0,45,united_states,<=50K
35,state_gov,80771,masters,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,<=50K
30,private,66278,hs_grad,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,<=50K
23,private,107801,some_college,never_married,adm_clerical,own_child,white,female,0,1617,25,united_states,<=50K
33,private,206609,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,45,united_states,<=50K
35,private,282461,hs_grad,married_civ_spouse,transport_moving,husband,white,male,0,0,50,united_states,<=50K
31,private,188246,masters,married_civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,<=50K
20,private,279763,11th,never_married,craft_repair,not_in_family,black,male,0,0,25,united_states,<=50K
44,private,467799,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
33,self_emp_not_inc,137674,hs_grad,married_civ_spouse,other_service,husband,black,male,0,0,40,united_states,<=50K
50,private,158284,some_college,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,<=50K
25,private,204219,hs_grad,never_married,adm_clerical,unmarried,white,female,0,0,40,mexico,<=50K
28,state_gov,210498,hs_grad,married_civ_spouse,protective_serv,husband,white,male,0,0,40,united_states,<=50K
60,federal_gov,63526,bachelors,married_civ_spouse,adm_clerical,husband,black,male,0,0,40,united_states,>50K
38,federal_gov,216924,assoc_voc,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
38,private,372559,some_college,married_civ_spouse,craft_repair,husband,black,male,0,0,40,united_states,<=50K
57,federal_gov,199114,bachelors,never_married,adm_clerical,not_in_family,white,male,0,2258,40,united_states,<=50K
50,private,168539,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,>50K
39,local_gov,189911,11th,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,<=50K
69,local_gov,61958,hs_grad,married_civ_spouse,craft_repair,husband,white,male,1424,0,6,united_states,<=50K
51,state_gov,68898,assoc_voc,divorced,tech_support,not_in_family,white,male,0,2444,39,united_states,>50K
42,private,204450,hs_grad,married_civ_spouse,handlers_cleaners,husband,black,male,0,0,40,united_states,<=50K
53,private,311350,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,>50K
37,private,113750,bachelors,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,40,united_states,<=50K
37,private,359591,10th,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
38,private,132879,hs_grad,married_civ_spouse,craft_repair,husband,white,male,7298,0,50,united_states,>50K
20,private,301199,some_college,never_married,other_service,own_child,white,female,0,0,24,united_states,<=50K
38,state_gov,267540,some_college,separated,adm_clerical,unmarried,black,female,0,0,38,united_states,<=50K
52,private,185407,assoc_voc,married_civ_spouse,craft_repair,husband,white,male,0,0,48,poland,>50K
48,self_emp_inc,191277,assoc_voc,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,>50K
30,private,78980,assoc_voc,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,>50K
37,self_emp_not_inc,241463,hs_grad,married_civ_spouse,exec_managerial,husband,white,male,0,1848,65,united_states,>50K
47,private,216999,hs_grad,married_civ_spouse,sales,husband,white,male,0,0,45,united_states,<=50K
33,local_gov,120508,bachelors,divorced,protective_serv,unmarried,white,female,0,0,60,germany,<=50K
33,private,122612,hs_grad,married_spouse_absent,other_service,not_in_family,asian_pac_islander,female,0,0,35,thailand,<=50K
20,private,94057,some_college,never_married,other_service,own_child,white,male,0,0,15,united_states,<=50K
41,state_gov,197558,bachelors,divorced,exec_managerial,not_in_family,white,male,0,0,40,united_states,<=50K
32,private,351869,some_college,married_civ_spouse,transport_moving,husband,white,male,0,1485,45,united_states,>50K
54,self_emp_not_inc,121761,hs_grad,married_civ_spouse,exec_managerial,husband,asian_pac_islander,male,0,0,50,unknown,<=50K
36,federal_gov,184556,bachelors,married_civ_spouse,exec_managerial,wife,white,female,0,0,40,united_states,<=50K
46,private,268281,bachelors,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,<=50K
45,private,235646,bachelors,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,>50K
18,private,186909,some_college,never_married,other_service,own_child,white,female,0,0,16,united_states,<=50K
62,private,35783,some_college,married_civ_spouse,transport_moving,husband,white,male,0,0,60,united_states,<=50K
33,private,188861,hs_grad,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,<=50K
42,private,363591,hs_grad,divorced,craft_repair,unmarried,white,male,0,0,40,united_states,<=50K
18,private,469921,some_college,never_married,prof_specialty,own_child,white,female,0,0,40,united_states,<=50K
32,private,51150,assoc_voc,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,<=50K
43,private,174325,7th_8th,married_civ_spouse,transport_moving,husband,black,male,0,0,40,united_states,<=50K
20,private,347530,hs_grad,never_married,other_service,unmarried,black,female,0,0,25,united_states,<=50K
50,private,72351,bachelors,divorced,sales,not_in_family,white,male,0,0,45,united_states,<=50K
42,local_gov,185129,doctorate,married_civ_spouse,exec_managerial,husband,white,male,0,0,43,unknown,>50K
36,private,188571,hs_grad,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50K
22,private,255252,hs_grad,never_married,craft_repair,own_child,white,male,0,0,40,united_states,<=50K
30,private,291951,hs_grad,married_civ_spouse,craft_repair,husband,black,male,0,0,40,united_states,<=50K
33,self_emp_not_inc,223046,hs_grad,never_married,craft_repair,not_in_family,white,male,0,0,40,united_states,<=50K
43,local_gov,37937,assoc_acdm,married_civ_spouse,tech_support,husband,white,male,0,0,43,united_states,<=50K
38,private,295127,some_college,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,<=50K
34,local_gov,183801,bachelors,never_married,other_service,not_in_family,white,male,0,0,14,united_states,<=50K
40,private,116218,some_college,separated,adm_clerical,unmarried,white,female,0,0,45,united_states,<=50K
40,private,143069,hs_grad,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,<=50K
41,local_gov,235951,prof_school,married_civ_spouse,prof_specialty,husband,white,male,0,0,50,united_states,>50K
57,private,112840,some_college,married_civ_spouse,sales,husband,white,male,0,0,50,united_states,>50K
65,local_gov,146454,masters,married_civ_spouse,prof_specialty,husband,white,male,0,1648,4,greece,<=50K
